969,1400,250,No,Gas,0380,English
Sub 1,000136000,Married,04,04,10,08,Single attached,1,3,Mortgage,Before 1939,3200,140,No,Gas,1700,Other European
Sub 1,000136000,Married,05,00,03,08,Single detached,4,2,Mortgage,1950-1959,2800,160,No,Gas,2000,English
Sub 1,000136000,Married,05,01,04,07,Single detached,3,2,Mortgage,1940-1949,2200,180,No,Gas,1500,Asian Pacific
Sub 1,000136000,Married,05,02,04,11,Single detached,3,2,Mortgage,1990-1999,6500,450,No,Oil,4500,English
Sub 1,000136000,Married,08,02,04,11,Single detached,3,1,Mortgage,Before 1939,1100,090,No,Gas,1800,English
Sub 1,000136020,Married,04,00,02,09,Single detached,2,2,Mortgage,1990-1999,2000,100,No,Oil,1500,Other European
Sub 1,000136050,Married,04,02,04,09,Single detached,2,2,Mortgage,1970-1979,1200,080,No,Gas,0500,English
Sub 1,000136080,Married,04,02,04,09,Single detached,2,2,Mortgage,2007,2100,130,No,Gas,0710,English
Sub 1,000136100,Married,02,00,03,05,Single attached,0,2,Mortgage,1940-1949,2600,260,No,Gas,1200,English
Sub 1,000136100,Married,03,00,03,05,Single detached,1,2,Mortgage,1960-1969,3400,120,No,Gas,1200,Spanish
Sub 1,000136100,Married,03,00,03,06,Single detached,5,2,Mortgage,1970-1979,1400,240,No,Electricity,0700,English
Sub 1,000136100,Married,05,00,03,10,Single attached,1,3,Mortgage,1980-1989,1300,130,No,Gas,2000,Spanish
Sub 1,000136150,Married,03,00,02,06,Single detached,2,2,Mortgage,Before 1939,2000,080,No,Gas,2600,English
Sub 1,000136200,Married,05,02,08,07,Single attached,2,3,Mortgage,1940-1949,2400,190,No,Gas,2000,Asian Pacific
Sub 1,000136270,Female Head,01,00,02,06,Single attached,2,2,Mortgage,1980-1989,2290,300,No,Gas,0300,English
Sub 1,000136300,Married,03,02,04,07,Single attached,2,2,Mortgage,1950-1959,1600,200,No,Oil,0900,Spanish
Sub 1,000136400,Married,02,02,04,06,Single attached,1,2,Mortgage,Before 1939,2500,040,No,Gas,2200,Spanish
Sub 1,000136400,Married,03,00,02,07,Single detached,3,2,Mortgage,1960-1969,1400,100,No,Oil,0900,English
Sub 1,000136400,Married,04,01,04,08,Single detached,3,3,Mortgage,1970-1979,1800,140,No,Oil,0100,English
Sub 1,000136500,Married,03,01,04,06,Single detached,2,3,Mortgage,1970-1979,2200,180,No,Oil,1500,Other European
Sub 1,000136500,Married,04,00,03,11,Single detached,2,3,Mortgage,Before 1939,430,130,No,Oil,0600,English
Sub 1,000136500,Married,08,00,04,11,Single detached,4,2,Mortgage,Before 1939,3800,070,No,Gas,2000,Other European
Sub 1,000136520,Married,02,00,02,04,Single attached,1,2,Mortgage,1940-1949,1300,080,No,Gas,0480,Asian Pacific
Sub 1,000136530,Married,04,01,04,09,Single detached,2,1,Mortgage,Before 1939,1600,300,No,Gas,1100,English
Sub 1,000136600,Married,03,00,02,05,Single detached,3,0,Mortgage,1950-1959,1700,160,No,Gas,1500,English
Sub 1,000136630,Married,04,03,05,09,Single detached,2,3,Mortgage,Before 1939,750,180,No,Gas,1000,English
Sub 1,000136650,Married,00,02,05,02,Single detached,3,3,Mortgage,1960-1969,1400,140,No,Gas,0440,English
Sub 1,000136660,Male Head,03,02,05,08,Single detached,2,3,Mortgage,Before 1939,600,090,Yes,Wood,0400,English
Sub 1,000136700,Married,04,03,09,08,Single detached,3,3,Mortgage,1960-1969,1600,180,Yes,Oil,1100,Spanish
