lish
Sub 1,000153000,Married,04,00,04,07,Single detached,4,3,Mortgage,1960-1969,1700,360,No,Gas,1300,Other European
Sub 1,000153000,Married,04,01,04,07,Single detached,2,3,Mortgage,1950-1959,1400,150,No,Gas,1400,English
Sub 1,000153000,Married,04,01,04,08,Single detached,2,2,Mortgage,1950-1959,1800,080,No,Gas,3300,English
Sub 1,000153000,Married,04,02,04,06,Single detached,2,2,Mortgage,2008,3000,300,No,Gas,0400,English
Sub 1,000153000,Married,04,02,04,08,Single detached,2,2,Mortgage,1950-1959,3000,300,No,Gas,3200,English
Sub 1,000153000,Married,04,02,04,08,Single detached,2,2,Mortgage,1950-1959,1700,100,No,Gas,0300,English
Sub 1,000153000,Married,04,02,04,08,Single detached,2,2,Mortgage,2000-2004,2700,200,No,Gas,1100,English
Sub 1,000153000,Married,04,02,04,08,Single detached,3,2,Mortgage,Before 1939,2300,230,No,Gas,1600,Spanish
Sub 1,000153000,Married,04,02,04,10,Single detached,1,2,Mortgage,Before 1939,2800,150,No,Gas,1200,English
Sub 1,000153000,Married,04,02,04,10,Single detached,2,2,Mortgage,Before 1939,830,100,No,Gas,0900,English
Sub 1,000153000,Married,04,02,04,11,Single detached,2,2,Mortgage,2000-2004,1300,110,No,Gas,0600,English
Sub 1,000153000,Married,04,02,05,08,Single attached,3,2,Mortgage,1960-1969,1300,160,No,Gas,0710,Spanish
Sub 1,000153000,Married,04,04,07,07,Single detached,2,3,Mortgage,Before 1939,680,080,No,Wood,0450,Spanish
Sub 1,000153000,Married,05,02,04,08,Single detached,2,2,Rented,1960-1969,1100,300,No,Oil,0,English
Sub 1,000153200,Married,03,02,05,06,Single attached,1,1,Rented,1950-1959,1900,300,No,Gas,0,Other European
Sub 1,000153200,Married,04,04,06,06,Single detached,2,2,Mortgage,Before 1939,1400,200,No,Gas,3500,English
Sub 1,000153280,Married,03,00,02,07,Single detached,2,2,Mortgage,Before 1939,950,100,No,Gas,1100,Spanish
Sub 1,000153300,Married,02,00,02,05,Single detached,2,0,Mortgage,1960-1969,2200,240,No,Gas,1100,English
Sub 1,000153300,Married,04,00,02,08,Single detached,2,2,Mortgage,2000-2004,3100,200,No,Gas,1200,English
Sub 1,000153400,Married,03,00,03,07,Single detached,3,1,Mortgage,1950-1959,2500,270,No,Gas,2000,English
Sub 1,000153400,Married,04,00,02,08,Single detached,3,2,Mortgage,1940-1949,1100,090,No,Oil,1800,English
Sub 1,000153500,Married,03,00,02,04,Single detached,2,2,Mortgage,1940-1949,980,080,No,Gas,1000,English
Sub 1,000153500,Married,03,00,02,05,Single detached,2,2,Mortgage,1960-1969,1100,130,No,Gas,0550,English
Sub 1,000153500,Married,04,00,03,08,Single detached,0,3,Mortgage,1970-1979,3500,280,No,Gas,0,English
Sub 1,000153500,Married,04,02,05,09,Single detached,2,3,Mortgage,Before 1939,800,260,No,Gas,1200,English
Sub 1,000153600,Married,03,00,02,06,Single detached,2,0,Mortgage,1940-1949,1500,130,No,Gas,0300,English
Sub 1,000153600,Married,03,00,05,06,Single detached,3,3,Mortgage,2006,2700,500,No,Gas,2000,English
Sub 1,000153600,Married,04,05,07,12,Single detached,3,1,Mortgage,2000-2004,2500,390,No,Gas,1200,Other
Sub 1,000153650,Married,04,00,02,08,Single detached,2,1,Mortgage,1960-1969,3300,100,No,Gas,1500,English
Sub 1,000153700,Married,03,00,04,07,Single detached,4,3,Mortgage,1980-1989,1800,120,No,Gas,0930,English
Sub 1,000153800,Female Head,02,00,06,04,Single attached,1,2,Mortgage,1960-1969,2200,180,No,Gas,2300,Other European
