ge,1960-1969,920,180,Yes,Wood,0450,English
10+,000102610,Married,02,00,02,04,Single detached,2,2,Rented,Before 1939,1200,450,No,Electricity,0,English
10+,000102700,Female Head,05,01,07,08,Single detached,2,3,Mortgage,1950-1959,2800,180,Yes,Gas,1000,English
10+,000102800,Female Head,04,00,02,09,Single detached,1,1,Mortgage,Before 1939,640,150,No,Oil,1100,English
10+,000102800,Married,04,00,02,05,Single detached,2,2,Mortgage,1990-1999,750,080,No,Wood,0750,English
10+,000102810,Married,05,00,02,11,Single detached,2,1,Mortgage,1990-1999,1200,090,No,Gas,1000,English
10+,000102900,Married,03,00,02,08,Single detached,2,2,Mortgage,1950-1959,700,110,No,Electricity,0480,English
10+,000103000,Female Head,03,01,02,05,Single detached,2,1,Mortgage,1980-1989,2000,150,No,Oil,1000,English
10+,000103000,Married,03,00,03,06,Single detached,2,3,Mortgage,2000-2004,340,130,No,Wood,0900,English
10+,000103080,Married,01,00,02,03,Single detached,2,1,Mortgage,2000-2004,580,060,No,Gas,1700,English
10+,000103200,Married,05,04,09,08,Single detached,0,3,Mortgage,1990-1999,540,002,No,Wood,1000,English
10+,000103600,Married,03,00,02,09,Single detached,2,0,Mortgage,Before 1939,1200,230,No,Oil,1300,English
10+,000104000,Married,04,02,04,12,Single detached,2,2,Mortgage,1990-1999,1500,080,No,Oil,0100,English
10+,000104000,Married,05,02,05,08,Single detached,2,2,Mortgage,1960-1969,1200,200,No,Oil,0500,English
10+,000104080,Married,03,00,02,06,Single detached,0,2,Mortgage,Before 1939,440,030,No,Wood,0,Other European
10+,000104200,Married,03,00,02,06,Single detached,2,2,Mortgage,1970-1979,1400,310,No,Solar,1300,English
10+,000104800,Married,04,01,04,09,Single detached,4,2,Mortgage,1990-1999,900,190,No,Oil,0400,English
10+,000105000,Male Head,03,00,03,04,Mobile home,3,2,Mortgage,2000-2004,300,060,No,Gas,0350,English
10+,000105000,Married,03,00,02,06,Single detached,2,2,Mortgage,1970-1979,1200,180,No,Oil,1200,English
10+,000105030,Married,02,00,02,05,Single detached,2,2,Mortgage,1980-1989,960,160,No,Gas,0370,English
10+,000105060,Married,04,01,03,11,Single detached,4,2,Mortgage,1980-1989,1000,500,No,Electricity,0950,English
10+,000105500,Married,03,00,03,06,Single detached,3,2,Mortgage,1990-1999,850,040,No,Wood,3000,Spanish
10+,000105920,Married,03,02,04,21,Single detached,2,2,Mortgage,1990-1999,550,150,No,Gas,1200,English
10+,000106000,Married,03,00,02,07,Single detached,3,2,Mortgage,Before 1939,1300,100,No,Oil,0670,English
10+,000106080,Married,03,00,02,09,Single detached,2,1,Mortgage,Before 1939,470,100,No,Wood,0690,English
10+,000106110,Married,02,02,04,05,Single detached,3,2,Mortgage,2000-2004,510,110,No,Oil,0770,English
10+,000106200,Married,03,02,04,05,Single detached,3,2,Mortgage,Before 1939,880,200,No,Electricity,0400,English
10+,000106300,Married,03,00,03,09,Single detached,4,3,Mortgage,1940-1949,600,150,No,Oil,0700,English
10+,000106400,Married,03,00,02,05,Single detached,4,1,Mortgage,Before 1939,1000,120,No,Wood,0650,English
10+,000107000,Married,03,00,02,08,Single detached,4,1,Mortgage,Before 1939,900,060,No,Gas,0500,English
10+,000107000,Married,04,01,04,08,Single detached,3,3,Mortgage,2000-2004,1500,280,No,Electricity,2400,English
10+,000107100,Married,04,01,05,10,Single detached,4,3,Mortgage,Before 1939,800,200,No,Oil,0700,English
10+,000107200,Married,03,00,02,09,Single detached,2,0,Mortgage,1990-1999,540,100,No,Oil,0640,English
10+,000107500,Married,04,03,05,10,Single detached,2,1,Mortgage,Before 1939,920,400,No,Gas,3600,English
10+,000107930,Married,03,00,03,07,Single detached,3,3,Mortgage,Before 1939,330,070,No,Wood,1200,English
10+,000108000,Married,03,02,04,07,Single detached,2,2,Mortgage,2000-2004,1000,110,No,Oil,0900,Spanish
10+,000108000,Married,04,03,05,07,Single detached,3,2,Mortgage,1970-1979,1200,130,No,Gas,0980,English
10+,000108400,Married,03,00,03,07,Single detached,3,3,Mortgage,1990-1999,900,120,No,Gas,0410,English
10+,000108500,Married,02,00,02,03,Single detached,1,1,Mortgage,2000-2004,1100,040,No,Wood,0850,English
10+,000109000,Married,04,00,03,12,Single detached,3,3,Mortgage,2008,2100,060,No,Oil,0450,English
10+,000109000,Married,08,00,05,08,Single detached,2,2,Mortgage,Before 1939,950,070,No,Gas,1000,English
10+,000109250,Married,03,01,03,08,Single detached,4,1,Mortgage,Before 1939,1200,150,No,Oil,0800,English
10+,000110000,Married,03,01,04,04,Single detached,2,2,Mortgage,1980-1989,500,090,No,Wood,1200,English
10+,000110000,Married,03,02,04,06,Single detached,2,2,Mortgage,1970-1979,970,250,No,Coal,1200,English
10+,000110000,Married,03,02,04,06,Single detached,3,2,Mortgage,1960-1969,1300,150,No,Gas,0430,English
10+,000110000,Married,04,03,05,08,Single detached,2,2,Mortgage,2000-2004,2000,110,No,Oil,0600,English
10+,000110200,Married,04,00,02,08,Single detached,5,2,Mortgage,2006,430,240,No,Gas,0800,English
10+,000110500,Married,05,02,05,09,Single detached,4,2,Mortgage,1940-1949,830,260,No,Wood,0870,English
10+,000111000,Married,02,01,04,07,Single detached,6,3,Mortgage,1990-1999,610,100,No,Oil,0900,English
10+,000111000,Married,05,00,02,12,Single detached,4,2,Mortgage,1990-1999,2300,220,No,Oil,0300,English
10+,000112000,Married,03,00,02,09,Single detached,2,2,Mortgage,Before 1939,1300,080,No,Gas,0780,English
